uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,987
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1417
RJ,OUTRAS,POSTO_SAUDE,"60 - 69",M,1
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",F,14
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,61
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,7
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,11
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,14
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,35
RJ,INDETERMINADA,IGNORADO,"60 - 69",F,1
RJ,INDETERMINADA,OUTRO,"60 - 69",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,13
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,13
RJ,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,64
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,78
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,655
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,800
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
RJ,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,5
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,139
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,186
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,19
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,51
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,1276
RJ,PNEUMONIA,HOSPITAL,"60 - 69",I,1
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,1585
RJ,PNEUMONIA,IGNORADO,"60 - 69",F,3
RJ,PNEUMONIA,IGNORADO,"60 - 69",M,3
RJ,PNEUMONIA,OUTRO,"60 - 69",F,7
RJ,PNEUMONIA,OUTRO,"60 - 69",M,13
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,207
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,234
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",F,12
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",M,17
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",F,1694
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,1818
RJ,SEPTICEMIA,IGNORADO,"60 - 69",F,9
RJ,SEPTICEMIA,IGNORADO,"60 - 69",M,2
RJ,SEPTICEMIA,OUTRO,"60 - 69",F,5
RJ,SEPTICEMIA,OUTRO,"60 - 69",M,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,221
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,202
RJ,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
RJ,SRAG,DOMICILIO,"60 - 69",F,1
RJ,SRAG,HOSPITAL,"60 - 69",F,7
RJ,SRAG,HOSPITAL,"60 - 69",M,5
RN,OUTRAS,AMBULANCIA,"60 - 69",F,1
RN,OUTRAS,DOMICILIO,"60 - 69",F,123
RN,OUTRAS,DOMICILIO,"60 - 69",M,228
RN,OUTRAS,HOSPITAL,"60 - 69",F,339
RN,OUTRAS,HOSPITAL,"60 - 69",M,481
RN,OUTRAS,IGNORADO,"60 - 69",F,2
RN,OUTRAS,IGNORADO,"60 - 69",M,1
RN,OUTRAS,OUTRO,"60 - 69",F,8
RN,OUTRAS,OUTRO,"60 - 69",M,31
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,26
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,47
RN,OUTRAS,POSTO_SAUDE,"60 - 69",F,1
RN,OUTRAS,VIA_PUBLICA,"60 - 69",F,9
RN,OUTRAS,VIA_PUBLICA,"60 - 69",M,28
RN,INDETERMINADA,DOMICILIO,"60 - 69",F,1
RN,INDETERMINADA,DOMICILIO,"60 - 69",M,5
RN,INDETERMINADA,HOSPITAL,"60 - 69",F,2
RN,INDETERMINADA,HOSPITAL,"60 - 69",M,4
RN,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,12
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,13
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,53
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,68
RN,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,2
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
RN,PNEUMONIA,DOMICILIO,"60 - 69",F,13
RN,PNEUMONIA,DOMICILIO,"60 - 69",M,25
RN,PNEUMONIA,HOSPITAL,"60 - 69",F,113
RN,PNEUMONIA,HOSPITAL,"60 - 69",M,146
RN,PNEUMONIA,IGNORADO,"60 - 69",M,1
RN,PNEUMONIA,OUTRO,"60 - 69",F,3
RN,PNEUMONIA,OUTRO,"60 - 69",M,6
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
RN,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
RN,SEPTICEMIA,DOMICILIO,"60 - 69",F,10
RN,SEPTICEMIA,DOMICILIO,"60 - 69",M,14
RN,SEPTICEMIA,HOSPITAL,"60 - 69",F,158
RN,SEPTICEMIA,HOSPITAL,"60 - 69",M,169
RN,SEPTICEMIA,OUTRO,"60 - 69",M,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
RN,SRAG,HOSPITAL,"60 - 69",M,2
RO,OUTRAS,DOMICILIO,"60 - 69",F,65
RO,OUTRAS,DOMICILIO,"60 - 69",M,127
RO,OUTRAS,HOSPITAL,"60 - 69",F,210
RO,OUTRAS,HOSPITAL,"60 - 69",M,292
RO,OUTRAS,IGNORADO,"60 - 69",M,1
RO,OUTRAS,OUTRO,"60 - 69",F,8
RO,OUTRAS,OUTRO,"60 - 69",M,24
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RO,OUTRAS,VIA_PUBLICA,"60 - 69",F,8
RO,OUTRAS,VIA_PUBLICA,"60 - 69",M,19
RO,INDETERMINADA,DOMICILIO,"60 - 69",F,3
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,4
RO,INDETERMINADA,HOSPITAL,"60 - 69",F,1
RO,INDETERMINADA,HOSPITAL,"60 - 69",M,4
RO,INDETERMINADA,OUTRO,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,7
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,10
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,42
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,59
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
RO,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RO,PNEUMONIA,DOMICILIO,"60 - 69",M,1
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,64
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,88
RO,SEPTICEMIA,DOMICILIO,"60 - 69",F,3
RO,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,76
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,91
RO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
RO,SRAG,HOSPITAL,"60 - 69",F,1
RO,SRAG,HOSPITAL,"60 - 69",M,1
RR,OUTRAS,DOMICILIO,"60 - 69",F,7
RR,OUTRAS,DOMICILIO,"60 - 69",M,22
RR,OUTRAS,HOSPITAL,"60 - 69",F,38
RR,OUTRAS,HOSPITAL,"60 - 69",M,105
RR,OUTRAS,IGNORADO,"60 - 69",M,1
RR,OUTRAS,OUTRO,"60 - 69",M,2
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RR,OUTRAS,VIA_PUBLICA,"60 - 69",M,5
RR,INDETERMINADA,HOSPITAL,"60 - 69",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,11
RR,PNEUMONIA,DOMICILIO,"60 - 69",M,1
RR,PNEUMONIA,HOSPITAL,"60 - 69",F,27
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,36
RR,PNEUMONIA,OUTRO,"60 - 69",M,1
RR,SEPTICEMIA,HOSPITAL,"60 - 69",F,20
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,26
RS,OUTRAS,DOMICILIO,"60 - 69",F,693
RS,OUTRAS,DOMICILIO,"60 - 69",I,2
RS,OUTRAS,DOMICILIO,"60 - 69",M,1463
RS,OUTRAS,HOSPITAL,"60 - 69",F,2549
RS,OUTRAS,HOSPITAL,"60 - 69",I,4
RS,OUTRAS,HOSPITAL,"60 - 69",M,3705
RS,OUTRAS,IGNORADO,"60 - 69",F,99
RS,OUTRAS,IGNORADO,"60 - 69",M,142
RS,OUTRAS,OUTRO,"60 - 69",F,66
RS,OUTRAS,OUTRO,"60 - 69",M,132
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,153
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",I,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,261
RS,OUTRAS,VIA_PUBLICA,"60 - 69",F,20
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,72
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,26
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,45
RS,INDETERMINADA,HOSPITAL,"60 - 69",F,12
RS,INDETERMINADA,HOSPITAL,"60 - 69",M,23
RS,INDETERMINADA,IGNORADO,"60 - 69",M,1
RS,INDETERMINADA,OUTRO,"60 - 69",M,5
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
RS,INDETERMINADA,VIA_PUBLICA,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,37
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",I,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,53
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,544
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,681
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,10
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,15
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,6
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,6
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,27
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,32
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,14
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,34
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,767
RS,PNEUMONIA,HOSPITAL,"60 - 69",I,1
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,1213
RS,PNEUMONIA,IGNORADO,"60 - 69",F,21
RS,PNEUMONIA,IGNORADO,"60 - 69",M,28
RS,PNEUMONIA,OUTRO,"60 - 69",F,5
RS,PNEUMONIA,OUTRO,"60 - 69",M,3
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,22
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,32
RS,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
RS,SEPTICEMIA,DOMICILIO,"60 - 69",F,5
RS,SEPTICEMIA,DOMICILIO,"60 - 69",M,7
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,883
RS,SEPTICEMIA,HOSPITAL,"60 - 69",I,1
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,1115
RS,SEPTICEMIA,IGNORADO,"60 - 69",F,25
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,28
RS,SEPTICEMIA,OUTRO,"60 - 69",F,4
RS,SEPTICEMIA,OUTRO,"60 - 69",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,24
RS,SEPTICEMIA,VIA_PUBLICA,"60 - 69",M,1
RS,SRAG,DOMICILIO,"60 - 69",M,1
RS,SRAG,HOSPITAL,"60 - 69",F,3
RS,SRAG,HOSPITAL,"60 - 69",M,6
RS,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SC,OUTRAS,DOMICILIO,"60 - 69",F,328
SC,OUTRAS,DOMICILIO,"60 - 69",M,664
SC,OUTRAS,HOSPITAL,"60 - 69",F,1236
SC,OUTRAS,HOSPITAL,"60 - 69",I,1
SC,OUTRAS,HOSPITAL,"60 - 69",M,1818
SC,OUTRAS,IGNORADO,"60 - 69",F,4
SC,OUTRAS,IGNORADO,"60 - 69",M,1
SC,OUTRAS,OUTRO,"60 - 69",F,25
SC,OUTRAS,OUTRO,"60 - 69",M,59
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,47
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,70
SC,OUTRAS,VIA_PUBLICA,"60 - 69",F,9
SC,OUTRAS,VIA_PUBLICA,"60 - 69",M,43
SC,INDETERMINADA,DOMICILIO,"60 - 69",F,4
SC,INDETERMINADA,DOMICILIO,"60 - 69",M,18
SC,INDETERMINADA,HOSPITAL,"60 - 69",F,1
SC,INDETERMINADA,HOSPITAL,"60 - 69",M,9
SC,INDETERMINADA,OUTRO,"60 - 69",M,1
SC,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SC,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,30
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,41
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,225
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,336
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,3
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
SC,PNEUMONIA,DOMICILIO,"60 - 69",F,11
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,17
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,415
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,638
SC,PNEUMONIA,IGNORADO,"60 - 69",F,1
SC,PNEUMONIA,IGNORADO,"60 - 69",M,1
SC,PNEUMONIA,OUTRO,"60 - 69",M,2
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
SC,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,1
SC,SEPTICEMIA,DOMICILIO,"60 - 69",F,3
SC,SEPTICEMIA,DOMICILIO,"60 - 69",M,7
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,428
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,532
SC,SEPTICEMIA,IGNORADO,"60 - 69",M,3
SC,SEPTICEMIA,OUTRO,"60 - 69",F,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SC,SRAG,HOSPITAL,"60 - 69",F,6
SC,SRAG,HOSPITAL,"60 - 69",M,4
SE,OUTRAS,DOMICILIO,"60 - 69",F,65
SE,OUTRAS,DOMICILIO,"60 - 69",M,98
SE,OUTRAS,HOSPITAL,"60 - 69",F,259
SE,OUTRAS,HOSPITAL,"60 - 69",M,357
SE,OUTRAS,IGNORADO,"60 - 69",F,4
SE,OUTRAS,IGNORADO,"60 - 69",M,2
SE,OUTRAS,OUTRO,"60 - 69",F,4
SE,OUTRAS,OUTRO,"60 - 69",M,7
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,60
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,131
SE,OUTRAS,VIA_PUBLICA,"60 - 69",F,4
SE,OUTRAS,VIA_PUBLICA,"60 - 69",M,8
SE,INDETERMINADA,DOMICILIO,"60 - 69",F,5
SE,INDETERMINADA,DOMICILIO,"60 - 69",M,1
SE,INDETERMINADA,HOSPITAL,"60 - 69",M,4
SE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,6
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,6
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,51
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,58
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,8
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,12
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
SE,PNEUMONIA,DOMICILIO,"60 - 69",F,4
SE,PNEUMONIA,DOMICILIO,"60 - 69",M,5
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,96
SE,PNEUMONIA,HOSPITAL,"60 - 69",M,100
SE,PNEUMONIA,IGNORADO,"60 - 69",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SE,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
SE,SEPTICEMIA,DOMICILIO,"60 - 69",M,11
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,159
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,167
SE,SEPTICEMIA,IGNORADO,"60 - 69",M,1
SE,SEPTICEMIA,OUTRO,"60 - 69",F,1
SE,SEPTICEMIA,OUTRO,"60 - 69",M,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,SRAG,HOSPITAL,"60 - 69",F,3
SE,SRAG,HOSPITAL,"60 - 69",M,1
SP,OUTRAS,AMBULANCIA,"60 - 69",F,1
SP,OUTRAS,AMBULANCIA,"60 - 69",M,2
SP,OUTRAS,DOMICILIO,"60 - 69",F,2178
SP,OUTRAS,DOMICILIO,"60 - 69",I,1
SP,OUTRAS,DOMICILIO,"60 - 69",M,4257
SP,OUTRAS,HOSPITAL,"60 - 69",F,8619
SP,OUTRAS,HOSPITAL,"60 - 69",I,8
SP,OUTRAS,HOSPITAL,"60 - 69",M,12176
SP,OUTRAS,IGNORADO,"60 - 69",F,52
SP,OUTRAS,IGNORADO,"60 - 69",M,115
SP,OUTRAS,OUTRO,"60 - 69",F,266
SP,OUTRAS,OUTRO,"60 - 69",M,656
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,593
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",I,1
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1063
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,18
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,45
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,41
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,353
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,43
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,103
SP,INDETERMINADA,HOSPITAL,"60 - 69",F,32
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,58
SP,INDETERMINADA,IGNORADO,"60 - 69",M,5
SP,INDETERMINADA,OUTRO,"60 - 69",F,2
SP,INDETERMINADA,OUTRO,"60 - 69",M,10
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
SP,INDETERMINADA,POSTO_SAUDE,"60 - 69",M,1
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,6
SP,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,192
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,278
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,1856
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,2168
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,4
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,40
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,60
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,127
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,166
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,2
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,6
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",F,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,6
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,177
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,459
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,3566
SP,PNEUMONIA,HOSPITAL,"60 - 69",I,1
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,5877
SP,PNEUMONIA,IGNORADO,"60 - 69",F,9
SP,PNEUMONIA,IGNORADO,"60 - 69",M,25
SP,PNEUMONIA,OUTRO,"60 - 69",F,49
SP,PNEUMONIA,OUTRO,"60 - 69",M,73
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,142
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,243
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,9
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,2
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,12
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,44
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,81
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,3324
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,3858
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,11
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,12
SP,SEPTICEMIA,OUTRO,"60 - 69",F,37
SP,SEPTICEMIA,OUTRO,"60 - 69",M,34
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,66
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,94
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",F,2
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",M,1
SP,SRAG,HOSPITAL,"60 - 69",F,14
SP,SRAG,HOSPITAL,"60 - 69",M,26
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
TO,OUTRAS,DOMICILIO,"60 - 69",F,30
TO,OUTRAS,DOMICILIO,"60 - 69",I,1
TO,OUTRAS,DOMICILIO,"60 - 69",M,90
TO,OUTRAS,HOSPITAL,"60 - 69",F,111
TO,OUTRAS,HOSPITAL,"60 - 69",M,170
TO,OUTRAS,IGNORADO,"60 - 69",F,2
TO,OUTRAS,IGNORADO,"60 - 69",M,9
TO,OUTRAS,OUTRO,"60 - 69",F,1
TO,OUTRAS,OUTRO,"60 - 69",M,10
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
TO,OUTRAS,VIA_PUBLICA,"60 - 69",F,5
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,7
TO,INDETERMINADA,DOMICILIO,"60 - 69",M,2
TO,INDETERMINADA,HOSPITAL,"60 - 69",F,1
TO,INDETERMINADA,HOSPITAL,"60 - 69",M,1
TO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
TO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,10
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,8
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,21
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,29
